title,poem,tags,is_love_poem,decade
Du er alt for meg,"Du er den beste gutten i mitt liv jeg elsker deg 

Jeg savner deg masse du betyr alt for meg 

Du er så fineste og søteste kjæresten min for alltid 

Jeg kommer alltid til å være her for deg 

Du er en kjempe morsom og positiv gutt 

Jeg kommer aldri til å forlate deg 

Du er så veldig snill og grei 

Jeg er så utrolig glad i deg 

 Det er kun deg jeg vil ha 

Du er bare min og du er kun min 

Jeg savner deg 



Love you","Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Kjærlighet",1,2000
Selvmord,"Hvorfor føler jeg meg trist, når jeg burde føle meg glad?

 Hvorfor oppstår smerte, der mitt hjerte skulle være?

 Hva i livet skal gjøres, for at alt til slutt skal bli bra.

 De sier tiden leger sår, men tiden leger ikke arr.

 Arrene forblir.

 Hva annet valg har jeg å ta, når det føles som livet mitt ble tatt fra meg.

 Skal jeg velge å leve, forså å råtne som en skjønn blomst i høst?

 Skal jeg gjøre noe med mine lidelser, som aldri tar slutt?

 Jeg blir uansett død, jeg er allerede død.

 Innvendig.","Snowder, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Sorg, Dikt",0,2000
Guldkorn 0011,"Alt lægger for din fod jeg ned,

  skjønt fattig som du ser,

  mit hjerte og min strengeleg,

  jeg eier intet mer:

  min strengeleg, hvis bløde spil

  vil tolke sjælens trang,

  mit hjerte alt for fuldt kun til

  at rummes i min sang.



  Vel har ei sang og elskov magt

  at gjøre himlen blaa,

  men har en sky sig om den lagt,

  de kaste glans derpaa.

  Og blandes smertens mislyd end

  i livets melodi,

  paa elskovs-bud den smelter hen

  i salig harmoni.",Guldkorn,0,0
Sommerdikt,"Sommer.

Det er litt kjølig idag ute

men, pytt, pytt.

Sommer.



Sommer sommer, hvor er du,

hvor er din varme.

Du skulle jo varme oss nordlendinger

hvor er du.

Sommer.



Jeg trenger din fagre varme nå.

Har du glemt oss, sommer.

Kan du komme nå, du vår fagre sommer.

vi trenger deg nå.

Sommer.



Tiden vi har sammen med

hverandre er altfor kort,

til at du skal glemme oss bort

Sommer. 



Du kan komme nå.

Ett lite varmt dikt, skal du få 

fra oss nordlendinger også.

Sommer.","BernerBB, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Sommer",0,2000
Aarstidernes Blomster,"Roser røde!

 Eders Blade meer ej gløde

        Sødt i Purpurskiær;

        Visne rives

 De fra Busken, og omdrives

 Rundt i Luften hist og her.

 

        Dage svinde;

 Rosens Krands ej meer skal vinde

        Sig omkring mit Haar.

        Hulde Sommer!

 Nu din Afskedstime kommer;

 Høsten mørk for Døren staaer.

 

       Vaar, Du Spæde!

 Kun hos Dig boer Glæde;

        Og i Somrens Stund,

        Medens Violen

 Staaer i Foraarssolen,

 Rosen i sin Sommerlund.

 

       Længst har dufted

 Vaarviolen mildt omlufted,

        Ej den blomstrer meer;

        Rosenkrandsen

 Mister Purpurglandsen,

 Snart ej meer dens Pragt jeg seer.

 

        Dog, hvi klage?

 Hvorfor ønske sig tilbage

        Tiden, som hensvandt?

        Høsten kommer,

 Astren stander skiøn blandt Blommer,

 Den beskedne Glædes Pant.

 

        Høsten svinder;

 Vintrens Dag oprinder

        Blomster visne hen.

        Grøn og frodig

 Himmelstræbende og modig

 Stander Granen dog igjen.

 

        Den os minder,

 At Livskilden stedse rinder

        Fort i stadig Dands.

        Hvi forsage,

 Da enhver af Aarets Dage

 Har sin egen skønne Krands?","Henrik Anker Bjerregaard, Blomster, Alle dikt alfabetisk",0,0
Mai,"Jeg undres, om endnu der vandrer,

naar skygger paa veiene falder,

to mennesker, hvem livet bestraaler,

og aanderne maner og kalder,

to venner kanhænde, to sjæle,

saa bløte som maimund, det møttes

i blomstring, da barnet gik under,

og ynglingen drømmetaus fødtes.



Det er i de guldbleke nætter.

Og løvet, som nysprunget hvælver

i vemod de mørknende kroner,

nu smeltes det sammen og skjælver

det flyter tilsammen og skjælver

av alt, som et hjerte kan rumme --

Og dog er de sorgfulde begge,

saa anelsesbævende stumme.



Der pipper en fugl under løvet,

en akerriks skarrer langt borte,

og skyggemykt -- hvilende tegner

sig aasene blaalige -- sorte.

En stjerne gaar op, og den dirrer

paa himlen saa mæktig alene:

Vær hilset, min stjerne, vær hilset

du drømmens, du funklende rene!



Jeg hilser dig, stjerne i øster,

som utrofuldt varsler og lover!

Min ungdoms fortrolige er du.

Vaak du, mens  smilende sover!



Det er i de guldbleke nætter,

da to, som av hjertet er venner,

dets helligste lønkammer aapner,

dets dypeste længsler bekjender --

dets haab, som med sitren i røsten

en andens forstaaelse kræver,

dets tørst mot at elske og nyte

og fatte den drøm, at man lever,

den mystiske lysglans, som bølger

som skikkelser store og fjerne

og minder, saa myldrende mange,

besjælt av en eneste stjerne.



Og rundtom -- der sprætter og tror det,

saa høre en kan, det er sommer,

hin tid i vort liv, da vi aner

et under, som aldrig kommer,

hvor natten og dagen gaar sammen

og er lik to elskende ømme,

som ikke for lykke tør blunde,

men bare kan skinne og drømme.","Mai, Sommer, Et liv i dikt, Nils Collett Vogt, Alle dikt alfabetisk, Dikt skrevet på 1800-tallet",0,1800
17. Mai-song,"Ver helsa, dyre Minnedag,

med Bod fraa Eidsvolls Salar,

no raudnar tusund frie Flag

kringum i Norigs Dalar;

i By, ved blaae Fjord

stig Lovsong øgt i Kor,

i Hjarta Lògen brenn

med Takk til hine Menn,

som fremja Fridoms-verket!



Du Land i Nord med Snjo paa Fjell,

som vænt i Nattsol drøymer,

med Talarost i vaarIjos Kveld,

mot deg vaar Kjærleik strøymer;

aa, gjev oss Kraft og Mod

te staa, som Feder stod,

med Truskaps Aand i Pakt

i Fred, paa Grensevakt,

ja, til vaart Norigs Æra!","Dagsens dikt, Hans Reynolds, Alle dikt alfabetisk, Dikt skrevet på 1900-tallet, 17. mai",0,1900
Gås,"Gås

Stor

Hvit 

Rund!

Legger egg

Neppe av gull

Eieren har klær av ull

De klør

Men man får bruk for de

Når man drar sør","Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Dyr",0,2000
Hva vil det si?,"Hva vil det si?

Hva vil det si å gjøre det vi gjør?

Ingenting blir som før.

Fri oss fra disse lenker.

Vårt sinn og vår bevisst.

Måten vi tenker.



Bare de gale vil nok forstå.

For bare de gale vil oppfatte verden sånn som de må.

Den ulykke som rammer meg.

Bare de som har blitt rammet av det samme, vil skjønne meg

De som fordyper seg, vil nok også skjønne meg.

Selv om ingen er akkurat som meg.



Jeg mener jeg vet, men for noen, å mene betyr jeg vet ikke helt.

Hvorfor ignorerer folk virkeligheten?

De vil ikke vite, de vil ikke skjønne.

Det vil dem belønne.

Det vil dem og straffe.

Alle kloke hoder hadde et forhold til virkeligheten.

Noen av dem endte opp å være skadelig for menneskeheten.

Hva vil det si?

Alt vil uansett bli, som det vil bli.","Snowder, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Tanker, Dikt",0,2000
Paa kirkegaarden,"Kapellet blir luftet, og vildvin-røden

skjælver paa muren i kveldens vift;

med søndrede vinger mod aftengløden

staar duer av marmor paa rusten stift.



Der drømmer i græsset en ældgammel plade

baardet av visnende straa fra ivaar —

der skumrer et navnEmerenze Christence,

og tallene klamrer om seksten aar.



Jeg stanser og gjætter, mens aftenskjæret

sænker forgjængelsens guld over alt:

«Blek har hun været, og blond har hun været,

og Lillen har hun tilvisse vært kaldt.»



Men se, — under efteraarsgyldne rakler

vidner fra jernet i gammeldags aand

en av opstandelsens trodsige fakler

holdt av en ukjendt, himmelsk haand!









Ja vel kan det være, naar levende hjerter

ikke kan glemme, men bygger en blaa

bævende, blændende himmel for Lillen —;

men eftersom hjerterne dør — hvad saa — —?



O Lillen, din evigheds elskere døde,

og selv blev de støv bag det strenge jærn;

kun mindebogstaverne, rustne og røde

staar om din haabede evighed værn!



Og ingen kan huske den blonde unge

Emerenze Christence i dødens favn,

og klokkernes malm skal forgjæves runge

gjennem et bly, ædelmodigt navn!









Men kunde der strømme fra navnestrimlen

bare en drøm om dit ansigtdrag,

skulde du stige paany til himlen

op av mit heftige hjertes slag!



Skulde jeg bli dig den gode hyrde

og bære dig op gjennem blaaningen ungt;

mit hjerte er tomt; ja det savner en byrde,

skjønt underlig nok — det fornemmes saa tungt.



Men Lillen — du gir mig jo bare det dunkle

under et brusende, gyldent haar,

og gravens bogstaver skal altid funkle

og noget, et menneske aldrig formaar!









Emerenze Christence — dit navn være lovet —!

Jeg lægger en blomst mellem hver bogstav!

Jeg kan ikke naa dig; i fred har du sovet

hundrede aar i din daglige grav.



Jeg selv er et himmelløst navn, som svæver

hyllet i duft over gravenes jord;

mit minde er død i en kvinde, som lever;

mit navn, som var elsket, blev bare et ord!



Jeg sturer i skoge, hvor fuglene flokkes

og sørger at synge sit haab i mit bryst —

mit barn Emerenze, vi begge to lokkes

av levende stemmer til livets lyst!



For ogsaa til dig er jeg vis paa der kommer

en irisk, som kvidrer i gravens rogn

i hundrede somre, fra sommer til sommer:

Emerenze Christence — vaagn, vaagn — — —","Dikt skrevet på 1900-tallet, Olaf Bull, Digte (Olaf Bull), Alle dikt alfabetisk, Døden",0,1900
Et streif av sommer,"Sommer

Naken hud i vann

Solen skinner

Marmorerte tanker

Surfer inn mot land.



Sommer

Naken hud i vann

Regnet spruter

Krystallklare dråper

blir fanget i en hand.","Sommer, Marit Irene Jensen, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",0,2000
Fremskrittspartiet,"Den snille Siv Jensen hun hadde en venn

Geir Ugland som lot seg ei fange

Han ville så gjerne se storhet igjen

Han vandret i fotspor fra Lange



Men så er det slik i de innerste rom

At der sjefer Siv og De rene

For alle som de ikke syns noe om

Bestemmer de hva de skal mene



Og nå som Geir Ugland er vel sparket ut

Partiet hun tror hun skal fremme

At velgerne, ja både fattig og fut

Vil komme, det kan hun nok glemme","Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Politikk",0,2000
Jeg er en Katt,"Jeg blir klapt.

Jeg blir matet.

Jeg blir renset og tørket.

Jeg forstår ikke, men jeg kan føle noe.

Jeg har skarpe øyne som en ørn og er rask som lynet.

Jeg har 9 gode liv.



Jeg er en Katt","Alexander Husebø, Dyr, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",0,2000
Minnene,"Jeg dro avsted i natt, på en lang reise,  ikke at jeg skulle på tur, hva med bagasjen? 

Avsted til det dypeste, innerste, det jeg trodde var glemt, gjemt fordi det aldri var ment. Med tog? 

Var der en stund, en måned, ett år?

Våknet med et vagt minne,

Så kjente jeg den, denne bittersøte smaken, smak av tidens oppvåkning, husket hvordan en vårvind kjærtegnet ansikt, kropp, kjente hvordan det kriblet i magen, i hodet..,som en våryr sommerfugl, hørte lyden av  et tog som dundret forbi, et minne bare jeg skjønte, kun mitt, ikke delt...de reisene som aldri tok slutt, togene som alltid for forbi, på vei til noen som ventet.

En natt for ombordstigning til returen..en nattforestilling av forståelse, 

Uansett hvor langt du reiser...minnene er alltid med","Minner, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",0,2000
Over Grensa,"Over grensa, hvor er den

hvem får den, hvem når den

hvor er den, hvem gir den

hvem tar den, hvor går den

Hva skal vi med grenser

hvis ingen forstår dem?



Over grensa er døden

til alt som har liv

og derfra så undres vi

på hvordan det blir.



Over grensa er Danmark

med pølse og kjøtt

mange nordmenn har

varit der stadig og støtt



Over grensa er lovbrudd

det bør ei få skje

den dagen de tar deg

hjelper det neppe å be



Over grensa er minus

det bør være pluss

for ellers så blir det vel

bare til kluss.



Over grensa er Sverige,

billige sprit

men la en få være

ikke ta den med deg hit.","Marit Irene Jensen, Sverige, Dikt skrevet på 2000-tallet, Danmark, Alle dikt alfabetisk",0,2000
Thai suppe,"Det var en gang

En gammel mann



som lagde en suppe

til en terroristgruppe



terroristgruppen likte maten

så de de tok med en gave

som var en larve

larven var stor

lignet på farmor

neida, jeg bare tuller

jeg fikk lyst å lage noen vårruller



da var jeg ferdig

det lukter rart



den ble litt brent

tok de ut av for sent





hva skal jeg gjøre



jeg tror jeg holder meg till å lage eggerøre","Mat, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",0,2000
Og atter ser jeg,"g atter ser jeg, at himlen er blaa,

som var det alt dybvarm sommer.

O, kjære min himmel, vær ligesaa smuk

den dag, da min elskede kommer.



Af skinnende knoppe staar skoven fuld --

af bristende blade og blommer.

O, kjære min skov, spring ud, spring ud

den dag, da min elskede kommer.



Mit hjerte skjælver i fryd og i angst,

mit blod snart stanser, snart flommer.

O, hær hjerte, stat stil, stat stil

den dag, da min elskede kommer!","Nye Digte (Vilhelm Krag), Vilhelm Krag, Dikt skrevet på 1800-tallet, Alle dikt alfabetisk, Kjærlighet",1,1800
Ved Wergelands-støtten,"Se, vi samles om dit Minde,

ædle Skald i Malmens Drag,

norske Mand og norske Kvinde

hilser dig paa Eidsvolds Dag!

Fremad under Norges Mærke

gik du stolt og frit din Gang;

friske, klare Foraarslærke,

tak for al din Daad og Sang!



Solglans - over Tidens Taage -

spredte du i Norges Hjem,

lærte Slægten traust at vaage

- ifra Sjø til Bræens Brem.

Derfor vi om Støtten stilled,

lægger Kransen for din Fod,

bæver Øiet mod dit Billed,

faar af dig i Kampen Mod!","Hans Reynolds, Sange og stemninger, Alle dikt alfabetisk, Dikt skrevet på 1800-tallet, 17. mai",0,1800
Hans Øvergaard,"Var der ikke Vemod nok

      i din Susen før,

Østerdalens Furustok?

Sorg i Flodens Sang, og Kummer

      for din Bondes Dør?



Var der ikke nok tilforn

      Tungsind, Skræk og Død,

Blaamyr, i dit Jægerhorn,

naar dets lange, hule Toner

      frem af Skoven brød?



O, endskjøndt du freidigt klang,

      som om i dit Bryst

Sejrens eget Hjerte sang,

jamred altid dog en Smerte

      i din Jubels Lyst.



Men nu lyder ene Hiin,

      uden Sejersrøst!

Myrd da, Horn, med dine Hviin

Skovens rædselsfulde Echo!

      Bor dem i dets Bryst!



Thi det vilde være fælt,

      fra den dybe Skov,

tusindmælet, gjenbesjelt,

Hornets Klagehyl at høre

      for sin bedste Helt.



Ak, den mørke Furuhal

      langsmed Glommens Strand,

dybe, gamle Østerdal

har sin egen høje Klage

      for sin bedste Mand!



Gjennem hele Østerdal

      lyder Klagen da.

Dybe Støn fra Skovens Hal

svare Hornets hule Jamren

      overaltifra.



Med dit høje Drapa bland

      dig, min Sørgesang!

Ak, et Vivat for hans Land

i hans Hjerte fanged Døden

      før det fik sin Klang!



Harpe, Sorg af Hornet lær!

      lær dens Røst det af!

Aldrig Musen mere nær

Himlen knæler, end paa denne

      ædle Normands Grav.","Alle dikt alfabetisk, Dikt skrevet på 1800-tallet, Henrik Wergeland, Henrik Wergeland - Samlede Skrifter - 2. bind 1833-1841, 17. mai",0,1800
